Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
4355,CA-2024-102618,2024-05-25,2024-05-30,Standard Class,CS-00173,PR-00072,265.32,3,0.0,60.74,10.06,Medium
4356,CA-2024-102620,2024-05-25,2024-05-31,Standard Class,CS-00789,PR-00013,445.07,1,0.2,61.76,11.86,Critical
4357,CA-2024-102625,2024-05-25,2024-05-28,Standard Class,CS-00430,PR-00173,877.17,6,0.3,-57.64,12.01,Low
4358,CA-2024-102629,2024-05-26,2024-05-30,Second Class,CS-00086,PR-00013,445.07,1,0.2,60.36,13.26,Medium
4359,CA-2024-102628,2024-05-26,2024-06-02,Standard Class,CS-00689,PR-00288,133.28,2,0.0,31.17,3.93,Medium
4360,CA-2024-102626,2024-05-26,2024-05-31,Standard Class,CS-00585,PR-00249,3089.28,3,0.0,1245.12,56.67,Medium
4361,CA-2024-102627,2024-05-26,2024-06-02,Standard Class,CS-00394,PR-00166,403.22,3,0.2,71.26,10.9,Low
4362,CA-2024-102630,2024-05-27,2024-06-03,Standard Class,CS-00725,PR-00213,3112.6,4,0.0,1326.67,73.21,Medium
4363,CA-2024-102630,2024-05-27,2024-06-03,Standard Class,CS-00725,PR-00204,449.69,3,0.1,166.59,14.06,Medium
4364,CA-2024-102630,2024-05-27,2024-06-03,Standard Class,CS-00725,PR-00214,449.5,1,0.0,161.25,10.6,Medium
4365,CA-2024-102631,2024-05-27,2024-06-03,Standard Class,CS-00187,PR-00245,347.6,5,0.0,115.83,12.52,Low
4366,CA-2024-102638,2024-05-28,2024-05-31,Standard Class,CS-00234,PR-00235,1866.46,2,0.0,711.55,52.37,Medium
4367,CA-2024-102638,2024-05-28,2024-05-31,Standard Class,CS-00234,PR-00208,101.01,1,0.0,45.71,3.51,Medium
4368,CA-2024-102638,2024-05-28,2024-05-31,Standard Class,CS-00234,PR-00278,14.22,1,0.0,1.44,2.87,Medium
4369,CA-2024-102638,2024-05-28,2024-05-31,Standard Class,CS-00234,PR-00137,2077.14,3,0.1,771.59,57.1,Medium
4370,CA-2024-102638,2024-05-28,2024-05-31,Standard Class,CS-00234,PR-00069,109.17,1,0.0,23.1,5.74,Medium
4371,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00115,586.8,5,0.0,167.82,12.18,High
4372,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00278,56.88,4,0.0,13.93,3.31,High
4373,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00133,387.68,4,0.1,144.6,9.44,High
4374,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00278,28.44,2,0.0,5.48,3.14,High
4375,CA-2024-102637,2024-05-28,2024-05-31,Standard Class,CS-00592,PR-00064,384.51,3,0.0,171.8,12.25,High
4376,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00112,685.37,2,0.1,175.27,13.52,High
4377,CA-2024-102635,2024-05-28,2024-05-28,Same Day,CS-00192,PR-00017,90.15,1,0.0,15.98,16.2,Medium
4378,CA-2024-102634,2024-05-28,2024-05-31,Standard Class,CS-00525,PR-00111,185.28,2,0.0,80.03,6.97,High
4379,CA-2024-102633,2024-05-28,2024-06-04,Standard Class,CS-00796,PR-00161,2135.13,3,0.0,609.61,50.84,Medium
4380,CA-2024-102633,2024-05-28,2024-06-04,Standard Class,CS-00796,PR-00036,572.49,2,0.3,59.6,18.63,Medium
4381,CA-2024-102633,2024-05-28,2024-06-04,Standard Class,CS-00796,PR-00133,86.15,1,0.2,24.17,3.57,Medium
4382,CA-2024-102633,2024-05-28,2024-06-04,Standard Class,CS-00796,PR-00193,52.37,2,0.2,-1.68,3.71,Medium
4383,CA-2024-102633,2024-05-28,2024-06-04,Standard Class,CS-00796,PR-00173,375.93,2,0.1,60.73,7.6,Medium
4384,CA-2024-102632,2024-05-28,2024-06-01,Standard Class,CS-00466,PR-00067,210.24,3,0.0,91.6,7.28,Critical
4385,CA-2024-102636,2024-05-28,2024-06-02,Standard Class,CS-00128,PR-00207,704.26,1,0.0,197.75,19.99,High
4386,CA-2024-102641,2024-05-29,2024-06-03,Standard Class,CS-00246,PR-00072,141.5,2,0.2,6.93,4.89,Critical
4387,CA-2024-102641,2024-05-29,2024-06-03,Standard Class,CS-00246,PR-00023,18.21,1,0.3,-4.65,2.95,Critical
4388,CA-2024-102641,2024-05-29,2024-06-03,Standard Class,CS-00246,PR-00140,222.37,3,0.1,35.59,5.97,Critical
4389,CA-2024-102640,2024-05-29,2024-06-01,Standard Class,CS-00657,PR-00178,1061.88,3,0.0,385.48,21.29,Low
4390,CA-2024-102639,2024-05-29,2024-06-01,Standard Class,CS-00787,PR-00143,457.03,1,0.3,34.35,10.55,High
4391,CA-2024-102639,2024-05-29,2024-06-01,Standard Class,CS-00787,PR-00086,747.61,4,0.1,134.89,24.28,High
4392,CA-2024-102646,2024-05-30,2024-06-05,Standard Class,CS-00330,PR-00060,1366.54,4,0.3,207.89,42.57,High
4393,CA-2024-102642,2024-05-30,2024-05-30,Same Day,CS-00328,PR-00244,92.5,1,0.1,10.93,17.11,Medium
4394,CA-2024-102643,2024-05-30,2024-06-05,Standard Class,CS-00240,PR-00054,2608.2,3,0.1,456.18,50.97,Critical
4395,CA-2024-102644,2024-05-30,2024-06-03,Second Class,CS-00070,PR-00098,127.92,1,0.0,52.29,8.45,Low
4396,CA-2024-102645,2024-05-30,2024-06-03,Standard Class,CS-00672,PR-00283,180.35,5,0.3,12.97,4.88,Medium
4397,CA-2024-102645,2024-05-30,2024-06-03,Standard Class,CS-00672,PR-00189,890.88,6,0.0,348.47,18.31,Medium
4398,CA-2024-102645,2024-05-30,2024-06-03,Standard Class,CS-00672,PR-00176,226.24,1,0.1,66.66,6.44,Medium
4399,CA-2024-102646,2024-05-30,2024-06-05,Standard Class,CS-00330,PR-00210,58.44,1,0.0,15.59,4.01,High
4400,CA-2024-102646,2024-05-30,2024-06-05,Standard Class,CS-00330,PR-00048,325.72,4,0.0,96.22,8.38,High
4401,CA-2024-102647,2024-05-31,2024-06-06,Standard Class,CS-00750,PR-00164,842.98,2,0.2,57.73,26.93,Medium
4402,CA-2024-102648,2024-05-31,2024-06-06,Standard Class,CS-00522,PR-00134,126.1,5,0.0,27.37,6.13,High
4403,CA-2024-102647,2024-05-31,2024-06-06,Standard Class,CS-00750,PR-00257,143.88,2,0.0,60.09,4.39,Medium
4404,CA-2024-102647,2024-05-31,2024-06-06,Standard Class,CS-00750,PR-00177,4474.68,6,0.0,1510.25,126.97,Medium
4405,CA-2024-102656,2024-06-01,2024-06-04,Second Class,CS-00676,PR-00132,572.06,2,0.1,199.36,16.86,Low
4406,CA-2024-102655,2024-06-01,2024-06-08,Standard Class,CS-00438,PR-00187,196.24,8,0.0,75.07,5.73,High
4407,CA-2024-102654,2024-06-01,2024-06-04,Standard Class,CS-00630,PR-00071,716.9,4,0.2,167.65,16.73,Low
4408,CA-2024-102654,2024-06-01,2024-06-04,Standard Class,CS-00630,PR-00231,583.87,1,0.3,139.83,18.45,Low
4409,CA-2024-102654,2024-06-01,2024-06-04,Standard Class,CS-00630,PR-00067,70.08,1,0.0,28.9,4.06,Low
4410,CA-2024-102650,2024-06-01,2024-06-07,Standard Class,CS-00189,PR-00174,4533.4,5,0.0,1851.02,65.03,Medium
4411,CA-2024-102652,2024-06-01,2024-06-05,Standard Class,CS-00700,PR-00286,168.24,3,0.0,48.85,4.82,Medium
4412,CA-2024-102649,2024-06-01,2024-06-04,Second Class,CS-00760,PR-00024,507.52,4,0.0,143.42,15.78,Low
4413,CA-2024-102653,2024-06-01,2024-06-04,Standard Class,CS-00764,PR-00140,82.36,1,0.0,18.24,3.85,Critical
4414,CA-2024-102651,2024-06-01,2024-06-04,Standard Class,CS-00800,PR-00057,48.04,1,0.0,17.2,3.54,Low
4415,CA-2024-102651,2024-06-01,2024-06-04,Standard Class,CS-00800,PR-00175,1729.95,3,0.0,564.7,21.5,Low
4416,CA-2024-102657,2024-06-02,2024-06-04,Second Class,CS-00698,PR-00079,171.69,3,0.0,45.72,7.11,Medium
4417,CA-2024-102658,2024-06-02,2024-06-08,Standard Class,CS-00429,PR-00210,584.4,10,0.0,182.06,13.94,Critical
4418,CA-2024-102664,2024-06-03,2024-06-06,Standard Class,CS-00447,PR-00124,145.68,4,0.0,59.76,4.96,Low
4419,CA-2024-102664,2024-06-03,2024-06-06,Standard Class,CS-00447,PR-00288,133.28,2,0.0,30.01,5.09,Low
4420,CA-2024-102664,2024-06-03,2024-06-06,Standard Class,CS-00447,PR-00067,280.32,4,0.0,124.97,6.87,Low
4421,CA-2024-102663,2024-06-03,2024-06-04,First Class,CS-00182,PR-00170,1216.35,3,0.0,377.46,33.12,High
4422,CA-2024-102662,2024-06-03,2024-06-09,Standard Class,CS-00246,PR-00042,421.54,2,0.2,131.56,13.48,High
4423,CA-2024-102661,2024-06-03,2024-06-08,Standard Class,CS-00737,PR-00228,416.25,3,0.0,157.14,11.73,Low
4424,CA-2024-102660,2024-06-03,2024-06-09,Standard Class,CS-00399,PR-00075,784.8,10,0.2,214.32,16.58,Medium
4425,CA-2024-102660,2024-06-03,2024-06-09,Standard Class,CS-00399,PR-00185,1947.56,4,0.0,764.35,41.29,Medium
4426,CA-2024-102659,2024-06-03,2024-06-06,Second Class,CS-00761,PR-00092,427.9,1,0.1,125.59,14.85,Medium
4427,CA-2024-102661,2024-06-03,2024-06-08,Standard Class,CS-00737,PR-00139,759.29,1,0.0,336.88,20.97,Low
4428,CA-2024-102660,2024-06-03,2024-06-09,Standard Class,CS-00399,PR-00244,92.5,1,0.1,22.87,5.17,Medium
4429,CA-2024-102667,2024-06-04,2024-06-10,Standard Class,CS-00451,PR-00003,131.4,4,0.0,40.45,4.79,Medium
4430,CA-2024-102668,2024-06-04,2024-06-05,First Class,CS-00569,PR-00212,526.86,6,0.5,-188.94,16.56,Medium
4431,CA-2024-102667,2024-06-04,2024-06-10,Standard Class,CS-00451,PR-00043,702.51,9,0.1,177.79,11.72,Medium
4432,CA-2024-102666,2024-06-04,2024-06-09,Standard Class,CS-00777,PR-00100,1865.97,2,0.1,751.99,32.54,Medium
4433,CA-2024-102665,2024-06-04,2024-06-08,Standard Class,CS-00486,PR-00116,1424.22,7,0.0,611.8,29.96,Medium
4434,CA-2024-102667,2024-06-04,2024-06-10,Standard Class,CS-00451,PR-00008,409.1,5,0.0,135.44,9.71,Medium
4435,CA-2024-102676,2024-06-05,2024-06-09,Standard Class,CS-00001,PR-00242,40.43,2,0.2,1.23,3.04,High
4436,CA-2024-102675,2024-06-05,2024-06-09,Standard Class,CS-00199,PR-00090,182.3,2,0.0,42.16,5.46,High
4437,CA-2024-102673,2024-06-05,2024-06-09,Standard Class,CS-00092,PR-00175,1614.62,4,0.3,55.12,34.5,Medium
4438,CA-2024-102672,2024-06-05,2024-06-09,Standard Class,CS-00099,PR-00183,325.93,1,0.0,106.36,6.51,Medium
4439,CA-2024-102672,2024-06-05,2024-06-09,Standard Class,CS-00099,PR-00104,374.37,1,0.0,142.67,8.68,Medium
4440,CA-2024-102674,2024-06-05,2024-06-10,Standard Class,CS-00407,PR-00276,141.46,3,0.2,29.92,6.6,Medium
4441,CA-2024-102671,2024-06-05,2024-06-09,Standard Class,CS-00461,PR-00228,138.75,1,0.0,52.33,3.96,Medium
4442,CA-2024-102670,2024-06-05,2024-06-08,Second Class,CS-00120,PR-00277,140.26,1,0.0,57.55,7.46,Low
4443,CA-2024-102669,2024-06-05,2024-06-11,Standard Class,CS-00061,PR-00252,5623.17,7,0.0,1316.57,76.57,High
4444,CA-2024-102669,2024-06-05,2024-06-11,Standard Class,CS-00061,PR-00037,454.39,4,0.1,174.11,12.76,High
4445,CA-2024-102672,2024-06-05,2024-06-09,Standard Class,CS-00099,PR-00199,1671.96,4,0.3,448.04,29.48,Medium
4446,CA-2024-102677,2024-06-06,2024-06-09,Second Class,CS-00647,PR-00287,1900.76,2,0.0,663.74,32.4,Low
4447,CA-2024-102678,2024-06-06,2024-06-09,Standard Class,CS-00786,PR-00183,1303.72,4,0.0,421.24,30.24,Medium
4448,CA-2024-102679,2024-06-06,2024-06-08,Second Class,CS-00012,PR-00037,883.54,7,0.0,384.43,30.95,Medium
4449,CA-2024-102679,2024-06-06,2024-06-08,Second Class,CS-00012,PR-00233,102.44,1,0.2,6.2,7.95,Medium
4450,CA-2024-102680,2024-06-06,2024-06-12,Standard Class,CS-00762,PR-00037,504.88,4,0.0,228.71,8.65,Medium
4451,CA-2024-102680,2024-06-06,2024-06-12,Standard Class,CS-00762,PR-00100,3731.94,4,0.1,1512.02,57.04,Medium
4452,CA-2024-102685,2024-06-07,2024-06-10,Standard Class,CS-00101,PR-00207,2112.78,3,0.0,610.23,42.99,Medium
4453,CA-2024-102684,2024-06-07,2024-06-10,Second Class,CS-00725,PR-00092,380.35,1,0.2,77.66,15.23,Critical
4454,CA-2024-102683,2024-06-07,2024-06-09,First Class,CS-00104,PR-00055,1107.72,2,0.0,385.05,28.57,High
4455,CA-2024-102681,2024-06-07,2024-06-11,Standard Class,CS-00273,PR-00170,810.9,2,0.0,256.65,17.07,Medium
4456,CA-2024-102682,2024-06-07,2024-06-14,Standard Class,CS-00763,PR-00050,2149.79,2,0.1,747.67,36.56,Critical
4457,CA-2024-102681,2024-06-07,2024-06-11,Standard Class,CS-00273,PR-00076,1140.11,1,0.0,511.67,16.65,Medium
4458,CA-2024-102682,2024-06-07,2024-06-14,Standard Class,CS-00763,PR-00019,97.59,1,0.1,23.02,4.47,Critical
4459,CA-2024-102686,2024-06-08,2024-06-11,Second Class,CS-00043,PR-00297,105.58,1,0.0,36.19,7.86,High
4460,CA-2024-102686,2024-06-08,2024-06-11,Second Class,CS-00043,PR-00257,71.94,1,0.0,25.49,6.75,High
4461,CA-2024-102687,2024-06-08,2024-06-11,Second Class,CS-00734,PR-00236,66.49,1,0.3,-12.33,6.99,Medium
4462,CA-2024-102688,2024-06-08,2024-06-14,Standard Class,CS-00331,PR-00096,14.34,3,0.0,1.93,2.9,Medium
4463,CA-2024-102689,2024-06-09,2024-06-13,Standard Class,CS-00431,PR-00154,610.44,2,0.0,254.48,15.62,Medium
4464,CA-2024-102689,2024-06-09,2024-06-13,Standard Class,CS-00431,PR-00063,234.46,2,0.0,57.75,6.09,Medium
4465,CA-2024-102695,2024-06-10,2024-06-17,Standard Class,CS-00161,PR-00283,185.51,4,0.1,48.07,7.44,Low
4466,CA-2024-102694,2024-06-10,2024-06-12,Second Class,CS-00090,PR-00079,57.23,1,0.0,11.6,6.01,Medium
4467,CA-2024-102694,2024-06-10,2024-06-12,Second Class,CS-00090,PR-00027,131.69,3,0.3,15.52,6.37,Medium
4468,CA-2024-102693,2024-06-10,2024-06-15,Standard Class,CS-00275,PR-00121,487.94,1,0.0,97.09,16.58,Medium
4469,CA-2024-102692,2024-06-10,2024-06-16,Standard Class,CS-00421,PR-00169,113.07,1,0.1,20.31,4.05,High
4470,CA-2024-102695,2024-06-10,2024-06-17,Standard Class,CS-00161,PR-00140,197.66,3,0.2,11.26,5.59,Low
4471,CA-2024-102691,2024-06-10,2024-06-13,Standard Class,CS-00521,PR-00187,98.12,4,0.0,35.45,4.95,Medium
4472,CA-2024-102690,2024-06-10,2024-06-12,Second Class,CS-00785,PR-00230,1057.9,1,0.0,399.92,23.06,Medium
4473,CA-2024-102690,2024-06-10,2024-06-12,Second Class,CS-00785,PR-00182,151.2,2,0.1,52.74,9.42,Medium
4474,CA-2024-102690,2024-06-10,2024-06-12,Second Class,CS-00785,PR-00195,231.13,1,0.1,35.64,7.44,Medium
4475,CA-2024-102690,2024-06-10,2024-06-12,Second Class,CS-00785,PR-00038,2612.79,5,0.1,1008.62,68.37,Medium
4476,CA-2024-102692,2024-06-10,2024-06-16,Standard Class,CS-00421,PR-00162,80.3,1,0.2,8.83,4.58,High
4477,CA-2024-102701,2024-06-11,2024-06-15,Standard Class,CS-00394,PR-00166,756.04,5,0.1,205.4,15.54,Low
4478,CA-2024-102700,2024-06-11,2024-06-13,First Class,CS-00347,PR-00242,25.27,1,0.0,-1.15,8.34,Medium
4479,CA-2024-102699,2024-06-11,2024-06-14,Second Class,CS-00332,PR-00039,2933.01,3,0.0,1309.71,56.52,High
4480,CA-2024-102699,2024-06-11,2024-06-14,Second Class,CS-00332,PR-00271,73.26,4,0.1,10.72,6.86,High
4481,CA-2024-102699,2024-06-11,2024-06-14,Second Class,CS-00332,PR-00211,339.92,4,0.0,132.45,12.79,High
4482,CA-2024-102698,2024-06-11,2024-06-14,Standard Class,CS-00504,PR-00172,1105.62,2,0.0,300.31,17.19,High
4483,CA-2024-102697,2024-06-11,2024-06-14,Standard Class,CS-00493,PR-00240,252.02,1,0.3,51.9,6.97,Medium
4484,CA-2024-102696,2024-06-11,2024-06-15,Standard Class,CS-00204,PR-00170,810.9,2,0.0,254.42,19.3,Critical
4485,CA-2024-102699,2024-06-11,2024-06-14,Second Class,CS-00332,PR-00271,36.63,2,0.1,2.8,5.99,High
4486,CA-2024-102707,2024-06-12,2024-06-15,Standard Class,CS-00323,PR-00137,769.31,1,0.0,340.72,12.44,Low
4487,CA-2024-102702,2024-06-12,2024-06-16,Standard Class,CS-00012,PR-00133,646.14,6,0.0,282.53,13.15,Medium
4488,CA-2024-102702,2024-06-12,2024-06-16,Standard Class,CS-00012,PR-00101,16.41,1,0.0,2.27,2.87,Medium
4489,CA-2024-102703,2024-06-12,2024-06-17,Standard Class,CS-00149,PR-00181,222.62,4,0.1,66.07,8.07,Medium
4490,CA-2024-102703,2024-06-12,2024-06-17,Standard Class,CS-00149,PR-00149,60.12,1,0.0,21.44,3.99,Medium
4491,CA-2024-102704,2024-06-12,2024-06-16,Second Class,CS-00604,PR-00257,143.88,2,0.0,56.0,8.48,Low
4492,CA-2024-102705,2024-06-12,2024-06-19,Standard Class,CS-00099,PR-00246,182.67,3,0.0,84.17,4.81,High
4493,CA-2024-102706,2024-06-12,2024-06-19,Standard Class,CS-00261,PR-00003,32.85,2,0.5,-13.11,2.88,Critical
4494,CA-2024-102706,2024-06-12,2024-06-19,Standard Class,CS-00261,PR-00041,66.23,3,0.1,24.73,4.21,Critical
4495,CA-2024-102707,2024-06-12,2024-06-15,Standard Class,CS-00323,PR-00205,181.24,2,0.0,44.99,4.73,Low
4496,CA-2024-102714,2024-06-13,2024-06-20,Standard Class,CS-00020,PR-00175,1729.95,3,0.0,555.52,30.68,Critical
4497,CA-2024-102711,2024-06-13,2024-06-14,First Class,CS-00523,PR-00206,160.54,2,0.0,36.83,12.21,Medium
4498,CA-2024-102713,2024-06-13,2024-06-15,First Class,CS-00702,PR-00001,1695.38,2,0.0,745.5,25.72,Medium
4499,CA-2024-102713,2024-06-13,2024-06-15,First Class,CS-00702,PR-00260,148.77,3,0.0,51.16,10.16,Medium
4500,CA-2024-102711,2024-06-13,2024-06-14,First Class,CS-00523,PR-00194,707.31,2,0.2,79.24,23.51,Medium
4501,CA-2024-102712,2024-06-13,2024-06-19,Standard Class,CS-00440,PR-00213,622.52,1,0.2,177.93,16.41,High
4502,CA-2024-102709,2024-06-13,2024-06-15,First Class,CS-00106,PR-00280,262.69,4,0.1,66.44,14.89,Medium
4503,CA-2024-102708,2024-06-13,2024-06-13,Same Day,CS-00647,PR-00190,910.14,1,0.0,283.47,42.19,High
4504,CA-2024-102710,2024-06-13,2024-06-19,Standard Class,CS-00064,PR-00214,1798.0,4,0.0,642.75,44.65,Medium
4505,CA-2024-102708,2024-06-13,2024-06-13,Same Day,CS-00647,PR-00261,195.72,3,0.0,77.05,20.06,High
4506,CA-2024-102708,2024-06-13,2024-06-13,Same Day,CS-00647,PR-00190,1820.28,2,0.0,605.75,45.57,High
4507,CA-2024-102715,2024-06-14,2024-06-18,Standard Class,CS-00332,PR-00129,952.64,4,0.0,224.17,24.83,High
4508,CA-2024-102716,2024-06-14,2024-06-17,Second Class,CS-00174,PR-00051,212.49,1,0.1,74.1,10.54,Low
4509,CA-2024-102717,2024-06-14,2024-06-19,Standard Class,CS-00718,PR-00156,199.2,2,0.0,81.28,6.62,Medium
4510,CA-2024-102717,2024-06-14,2024-06-19,Standard Class,CS-00718,PR-00168,213.84,2,0.0,54.07,8.89,Medium
4511,CA-2024-102718,2024-06-14,2024-06-17,Standard Class,CS-00701,PR-00059,128.25,2,0.1,42.27,6.24,High
4512,CA-2024-102719,2024-06-14,2024-06-17,Standard Class,CS-00106,PR-00246,146.14,3,0.2,47.81,4.64,Medium
4513,CA-2024-102719,2024-06-14,2024-06-17,Standard Class,CS-00106,PR-00182,168.0,2,0.0,72.2,6.76,Medium
4514,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00176,678.73,3,0.1,195.32,23.99,Critical
4515,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00117,99.01,1,0.0,28.75,6.91,Critical
4516,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00268,9674.55,10,0.1,3827.48,273.27,Critical
4517,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00288,59.98,1,0.1,4.19,6.7,Critical
4518,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00092,1283.69,3,0.1,383.71,37.6,Critical
4519,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00281,379.34,1,0.0,98.35,12.52,Critical
4520,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00298,2508.95,4,0.1,693.15,73.84,Critical
4521,CA-2024-102720,2024-06-15,2024-06-17,Second Class,CS-00692,PR-00216,1505.84,4,0.0,355.58,39.14,Critical
4522,CA-2024-102725,2024-06-16,2024-06-16,Same Day,CS-00343,PR-00016,666.26,2,0.0,200.75,23.39,Medium
4523,CA-2024-102728,2024-06-16,2024-06-18,First Class,CS-00698,PR-00167,275.95,2,0.2,53.04,11.61,Medium
4524,CA-2024-102728,2024-06-16,2024-06-18,First Class,CS-00698,PR-00225,1551.18,3,0.1,619.88,26.17,Medium
4525,CA-2024-102727,2024-06-16,2024-06-23,Standard Class,CS-00569,PR-00029,137.92,2,0.0,42.69,6.43,Low
4526,CA-2024-102726,2024-06-16,2024-06-23,Standard Class,CS-00627,PR-00167,620.89,4,0.1,188.96,9.33,Medium
4527,CA-2024-102725,2024-06-16,2024-06-16,Same Day,CS-00343,PR-00204,166.55,1,0.0,59.81,17.06,Medium
4528,CA-2024-102723,2024-06-16,2024-06-23,Standard Class,CS-00195,PR-00250,293.22,3,0.3,26.66,6.52,Medium
4529,CA-2024-102723,2024-06-16,2024-06-23,Standard Class,CS-00195,PR-00259,409.26,1,0.0,145.09,8.96,Medium
4530,CA-2024-102724,2024-06-16,2024-06-16,Same Day,CS-00522,PR-00156,298.8,3,0.0,112.84,19.01,High
4531,CA-2024-102723,2024-06-16,2024-06-23,Standard Class,CS-00195,PR-00181,30.92,1,0.5,-9.56,3.36,Medium
4532,CA-2024-102722,2024-06-16,2024-06-20,Second Class,CS-00559,PR-00065,139.68,3,0.0,28.53,6.54,High
4533,CA-2024-102721,2024-06-16,2024-06-21,Standard Class,CS-00344,PR-00020,2858.4,9,0.0,629.94,82.14,Medium
4534,CA-2024-102730,2024-06-17,2024-06-18,First Class,CS-00129,PR-00015,300.49,3,0.3,64.57,12.6,Critical
4535,CA-2024-102731,2024-06-17,2024-06-19,Second Class,CS-00335,PR-00195,642.02,5,0.5,-316.79,18.56,Medium
4536,CA-2024-102729,2024-06-17,2024-06-21,Standard Class,CS-00465,PR-00239,251.26,2,0.1,93.58,8.74,Medium
4537,CA-2024-102729,2024-06-17,2024-06-21,Standard Class,CS-00465,PR-00292,235.84,1,0.0,108.04,7.11,Medium
4538,CA-2024-102732,2024-06-18,2024-06-20,First Class,CS-00745,PR-00115,82.15,1,0.3,-8.14,8.93,Medium
4539,CA-2024-102733,2024-06-19,2024-06-24,Standard Class,CS-00588,PR-00002,670.27,6,0.2,197.41,19.74,High
4540,CA-2024-102734,2024-06-19,2024-06-21,First Class,CS-00378,PR-00284,4471.2,10,0.2,1292.58,52.82,Low
4541,CA-2024-102735,2024-06-19,2024-06-26,Standard Class,CS-00679,PR-00260,99.18,2,0.0,37.2,3.68,Low
4542,CA-2024-102736,2024-06-19,2024-06-22,Second Class,CS-00773,PR-00284,558.9,1,0.0,230.26,16.06,Low
4543,CA-2024-102737,2024-06-19,2024-06-22,Second Class,CS-00524,PR-00185,486.89,1,0.0,189.92,11.49,Medium
4544,CA-2024-102741,2024-06-20,2024-06-22,First Class,CS-00799,PR-00202,4374.92,4,0.0,1640.12,94.36,Critical
4545,CA-2024-102740,2024-06-20,2024-06-27,Standard Class,CS-00182,PR-00138,1432.36,2,0.0,610.98,32.36,Low
4546,CA-2024-102741,2024-06-20,2024-06-22,First Class,CS-00799,PR-00300,175.32,2,0.0,46.23,10.29,Critical
4547,CA-2024-102739,2024-06-20,2024-06-21,First Class,CS-00792,PR-00182,58.8,1,0.3,5.68,8.6,Medium
4548,CA-2024-102738,2024-06-20,2024-06-22,Second Class,CS-00269,PR-00022,231.84,4,0.1,68.64,8.56,Medium
4549,CA-2024-102739,2024-06-20,2024-06-21,First Class,CS-00792,PR-00166,672.04,5,0.2,114.43,22.51,Medium
4550,CA-2024-102742,2024-06-21,2024-06-21,Same Day,CS-00471,PR-00067,126.14,2,0.1,35.25,16.65,Low
4551,CA-2024-102742,2024-06-21,2024-06-21,Same Day,CS-00471,PR-00019,390.35,4,0.1,89.01,20.94,Low
4552,CA-2024-102743,2024-06-21,2024-06-21,Same Day,CS-00720,PR-00269,53.62,1,0.1,6.1,15.55,High
4553,CA-2024-102743,2024-06-21,2024-06-21,Same Day,CS-00720,PR-00073,4.73,1,0.0,-13.61,15.13,High
4554,CA-2024-102744,2024-06-21,2024-06-26,Standard Class,CS-00457,PR-00110,2022.09,3,0.0,927.12,40.2,Medium
4555,CA-2024-102750,2024-06-22,2024-06-25,Standard Class,CS-00424,PR-00185,1947.56,4,0.0,745.41,60.23,Medium
4556,CA-2024-102749,2024-06-22,2024-06-29,Standard Class,CS-00490,PR-00134,45.4,2,0.1,4.74,3.62,Medium
4557,CA-2024-102749,2024-06-22,2024-06-29,Standard Class,CS-00490,PR-00212,878.1,5,0.0,277.91,17.49,Medium
4558,CA-2024-102748,2024-06-22,2024-06-24,Second Class,CS-00149,PR-00069,98.25,1,0.1,10.65,7.27,Medium
4559,CA-2024-102748,2024-06-22,2024-06-24,Second Class,CS-00149,PR-00205,63.43,1,0.3,-8.95,6.62,Medium
4560,CA-2024-102746,2024-06-22,2024-06-29,Standard Class,CS-00656,PR-00153,216.87,1,0.0,55.73,7.26,Critical
4561,CA-2024-102747,2024-06-22,2024-06-27,Standard Class,CS-00130,PR-00267,793.22,1,0.0,203.08,20.03,Medium
4562,CA-2024-102745,2024-06-22,2024-06-23,First Class,CS-00542,PR-00188,1987.4,5,0.0,680.5,52.7,Medium
4563,CA-2024-102745,2024-06-22,2024-06-23,First Class,CS-00542,PR-00158,51.31,1,0.0,15.59,9.34,Medium
4564,CA-2024-102748,2024-06-22,2024-06-24,Second Class,CS-00149,PR-00186,222.3,3,0.0,99.18,10.8,Medium
4565,CA-2024-102758,2024-06-23,2024-06-27,Standard Class,CS-00486,PR-00082,1459.1,3,0.2,402.32,17.25,High
4566,CA-2024-102757,2024-06-23,2024-06-30,Standard Class,CS-00505,PR-00249,1029.76,1,0.0,407.94,25.99,High
4567,CA-2024-102756,2024-06-23,2024-06-26,Second Class,CS-00593,PR-00064,128.17,1,0.0,54.4,6.95,Medium
